Threat_ID,Threat_Name,Lane,Archetype,Surface,Authority_IN,Authority_EU,Authority_US,Velocity,Pain_Tier,Pain_Category,Pain_Depth,Status,Effective_Date,Legal_Pain,FP_Mechanism,FP_Impact,Lex_Nova_Fix,Hunter_Trigger,Provenance,,,
UNI_FRD_001,AI Capability Misrepresentation,A,UNI,Enterprise-Private,Companies Act / securities and investor-disclosure principles where applicable,EU/UK securities and consumer-misrepresentation principles where applicable,SEC v. Delphia (2024); SEC v. Presto Automation (2025); SEC/DOJ v. Nate Inc. (2025),ACTIVE_NOW,T1,Existential,Personal,Active,2024-03-18,"SEC v. Delphia, SEC v. Presto Automation, and the parallel SEC+DOJ action against Nate Inc. established ""AI washing"" as an active SEC enforcement priority carrying both civil securities fraud and criminal fraud exposure. The Nate Inc. case pierced directly to the founder with criminal charges.","your investor-facing or public representations about AI capabilities don't match the operational reality — the ""AI-driven"" thing is more human-driven than disclosed, or the automation rate is inflated, or the demo capabilities aren't production — which is the exact pattern the SEC prosecuted as AI washing in Delphia, Presto, and Nate","SEC civil securities fraud penalties and disgorgement. criminal fraud exposure in the Nate Inc. pattern — personal, not just corporate. and the founder's name on both the civil complaint and (potentially) the criminal indictment",DOC_AUP §2.8 — pre-built Nate-aware capability-disclosure alignment module.,"CONDITION_1: Company makes investor-facing OR public OR customer-facing claims about AI capability, automation level, model performance, or AI-driven operations. | CONDITION_2: Public claims may exceed current operational reality OR rely on human workarounds OR demos not representative of production. | CONDITION_3: Company lacks one or more controls: capability substantiation file OR demo/production distinction OR claim-approval workflow OR investor-deck review OR audit trail. | CONDITION_4: Company raises capital OR sells to enterprise OR markets AI capability as core differentiator. | TRIGGER_IF: CONDITION_1 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_4) = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Claims are reviewed against production evidence, with substantiation records, demo limits, and approval workflow.",v1:UNI_FRD_001,UNI,FRD,1
UNI_FRD_002,SEC AI Washing Enforcement Priority,A,UNI,Enterprise-Private,Companies Act / securities and investor-disclosure principles where applicable,EU/UK securities and consumer-misrepresentation principles where applicable,SEC Cyber and Emerging Technologies Unit AI-washing enforcement priority,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2026-01-01,The SEC CETU designated AI washing as the top FY2026 enforcement priority. Any AI company with investor communications or public capability claims is within the active enforcement surface.,every AI company with investor-facing material is now inside the SEC CETU's active FY2026 enforcement surface — and most AI-capability representations drift from operational reality over time without a formal alignment audit,"SEC investigation costs even if the case doesn't reach enforcement — document production, legal hours, distraction. civil penalties and disgorgement if enforcement attaches. and the investor-relations damage regardless of outcome",DOC_AUP §2.8 — pre-built CETU-aligned annual capability-disclosure audit module.,"CONDITION_1: Company has investor OR public OR customer communications describing AI capability, AI automation, model performance, or AI-driven operations. | CONDITION_2: Communications are repeated across website OR pitch deck OR press release OR sales materials OR securities/investor materials. | CONDITION_3: Company lacks one or more controls: annual capability audit OR substantiation file OR claim-owner review OR change-control for AI claims OR evidence archive. | CONDITION_4: Company is fundraising OR public-market-facing OR selling AI as core differentiator. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_3 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_4) = TRUE | EXCLUDE_IF: Company maintains current capability-disclosure audit, claim substantiation, owner approval, and evidence archive.",v1:UNI_FRD_002,UNI,FRD,2
UNI_FRD_LB1,Vendor-Risk Flow-Down Failure,B,UNI,Enterprise-Private,Indian Contract Act indemnity/contract principles,GDPR Art. 28 vendor/processor flow-down where personal data is involved,Contract / indemnity / vendor-risk allocation principles,ACTIVE_NOW,T3,Deal Death,Corporate,Active,2024-01-01,"A deployed vendor's AI disclaimers don't protect the deployer, and risk isn't flowed down to the deployer's own customers.",You resell a workflow built on a vendor AI with back-to-back gaps.,Deployer absorbs liability the vendor disclaimed.,DOC_HND + flow-down addendum,"CONDITION_1: Organization deploys OR resells OR embeds vendor AI in customer-facing workflow OR client deliverable. | CONDITION_2: Vendor terms disclaim OR cap the vendor’s AI-related responsibility. | CONDITION_3: Organization’s customer contract lacks one or more flow-down controls: vendor disclaimer pass-through OR customer responsibility clause OR AI limitation notice OR indemnity carve-out OR back-to-back cap. | CONDITION_4: Workflow touches enterprise customers OR personal data OR regulated use OR client deliverables. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Customer contract flows down vendor limitations, allocates AI risk, preserves back-to-back caps, and includes customer-use obligations.",v2-new LB-09,UNI,FRD,LB1
DOE_HAL_001,Agentic Hallucination → Action,A,DOE,Consumer-Public | Safety&Physical,tort / negligence,AI Act human-oversight (Art. 14),Moffatt (extended); negligence,ACTIVE_NOW,T1,,,Active,2024-01-01,"Unlike a chatbot that mis-speaks, an agent executes on a hallucination — it acts.","Your agent books, sends, or transacts on an unverified inference.",Higher-stakes than output liability; needs HITL checkpoints on consequential acts.,DOC_AGT (HITL checkpoints),CONDITION_1: Product includes autonomous OR semi-autonomous agent functionality that can complete consequential customer workflows OR external workflows. | CONDITION_2: Agent may rely on generated output OR inferred facts OR retrieved context OR model recommendations without real-time human verification for each consequential workflow. | CONDITION_3: Terms OR UI OR configuration lack one or more controls: HITL checkpoint OR action confirmation OR output verification duty OR permission scope OR action log OR reversal path OR kill switch. | CONDITION_4: Product serves India OR US OR EU/UK OR global users/customers OR does not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Consequential agent workflows require human confirmation OR bounded permissions AND logged records AND clear responsibility allocation.,v2-new DOER-03,DOE,HAL,1
DOE_HAL_002,Undisclosed Agent Impersonation,A,DOE,Consumer-Public,CERT-In Directions 2022 / IT Act reasonable security practices where applicable,NIS2 / GDPR Art. 32 / ISO 27001 due-care standards,SOC 2 Type II / ISO 27001 / NIST CSF as industry due-care standards,THIS_YEAR,T2,Deal Death,Corporate,Upcoming,2026-08-02,Voice/SDR agents act as humans without disclosure.,Your outbound voice agent never states it is AI.,Transparency-law exposure; disclosure must be built into the agent.,DOC_AGT / DOC_AUP (disclosure),"CONDITION_1: Product uses an automated AI interface to communicate with users, leads, customers, or counterparties. | CONDITION_2: Interaction may reasonably appear human OR does not clearly identify AI status before or during the interaction. | CONDITION_3: Product serves EU OR India OR US OR global users/customers OR does not exclude those markets. | CONDITION_4: Flow lacks one or more disclosure controls: upfront AI notice OR persistent label OR script notice OR audit log OR escalation route. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Interaction clearly discloses AI status upfront AND maintains visible/persistent disclosure or equivalent notice.",v2-new DOER-05 · Art.50 verified 2026-06,DOE,HAL,2
UNI_HAL_001,Bot Accountability for Promises,A,UNI,Consumer-Public,CPA 2019 (misleading representation / unfair trade practice),EU AI Act Art. 50 (AI disclosure); UCPD (misleading practices),"Moffatt v. Air Canada (BC CRT 2024, persuasive); FTC §5",ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2024-02-14,"Moffatt v. Air Canada rejected the ""separate legal entity"" defense for AI chatbots, holding the company legally bound by policy commitments the bot generated.","your AI surfaces pricing, refund policy, or commitments to users — and Moffatt v. Air Canada says the company is bound by whatever the AI said, hallucinated or not","you pay out on whatever the AI promised. the ""it was the bot, not us"" defense is dead. and every user who's been told something generous by your AI now has a live claim with a cited precedent.",DOC_TOS §8.1 — pre-built Moffatt-aware output-authority module. stops AI promises from binding the company.,CONDITION_1: Product uses an AI interface to provide material user-facing information. | CONDITION_2: Output can reasonably be understood as a company statement OR product commitment OR policy representation. | CONDITION_3: Terms OR UI lack one or more reliance controls: non-binding notice OR source-of-truth link OR escalation path OR correction process OR human confirmation for material commitments. | CONDITION_4: Product serves India OR US OR EU/UK OR global users/customers OR does not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: UI and terms clearly state AI output is non-binding AND material commitments require official source or human confirmation.,v1:UNI_HAL_001 · marquee parallel-fill (verified 2026-06),UNI,HAL,1
UNI_HAL_002,Defamation via AI Output,A,UNI,Consumer-Public,Defamation (tort) + IT Act 2000,GDPR Art. 5(1)(d) accuracy; member-state defamation,Walters v. OpenAI (N.D. Ga. 2025); negligent misrepresentation,ACTIVE_NOW,T2,,,Active,2025-05-19,Walters v. OpenAI addressed AI-generated defamation when the model fabricated an embezzlement accusation against a named individual. The ruling confirmed that AI output can ground a defamation claim.,"your product can generate text naming real people — and when it makes something up about someone, Walters v. OpenAI confirmed that AI output can ground a defamation case against the company that deployed the model","defamation damages per person defamed, plus the cost of defending each case individually. the UI warnings are your main defense — if they aren't contemporaneous and conspicuous, that defense collapses. and every defamation case brings press with it.",DOC_TOS §8.2 — pre-built Walters-calibrated output-warning and takedown module. holds up as the defamation defense.,CONDITION_1: Product can generate user-facing factual output about identifiable subjects OR organizations. | CONDITION_2: Output may be presented as factual OR authoritative OR suitable for user reliance. | CONDITION_3: Terms OR UI lack one or more controls: accuracy warning OR source limitation OR human review route OR correction process OR reliance limit. | CONDITION_4: Product serves India OR US OR EU/UK OR global users/customers OR does not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product avoids high-risk factual claims OR has clear accuracy warnings AND correction process AND human review for high-risk outputs.,v1:UNI_HAL_002 · marquee parallel-fill (verified 2026-06),UNI,HAL,2
UNI_HAL_003,Tort Negligence for Output,A,UNI,Consumer-Public,—,—,"General Tort Law (Negligence, Negligent Misrepresentation)",ACTIVE_NOW,T3,,,Active,1900-01-01,General tort law — negligence and negligent misrepresentation — applies to AI output when a user relies on it for consequential decisions and suffers harm.,"your AI generates output users act on — financial, medical, professional — without clear reliance limits or use-case boundaries in the ToS or UI, which is exactly where negligence exposure lives","negligence damages for the specific user plus the cost of defending. the defense depends on what you put in the UI and the ToS before the incident — and if those aren't in place, the case is winnable for the plaintiff.",DOC_TOS §8.1 — pre-built negligence-resilient reliance-limit module. gives you the defense before you need it.,"CONDITION_1: Product generates user-facing output that may influence material decisions. | CONDITION_2: Product presents output without one or more reliance controls: no-advice notice OR human-review mandate OR escalation route OR use-case boundary OR verification duty. | CONDITION_3: Product serves India OR US OR EU/UK OR global users/customers OR does not exclude those markets. | CONDITION_4: Output is delivered directly to end users OR customers OR decision makers. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: UI and terms clearly limit reliance AND require human or qualified review before material use.",v1:UNI_HAL_003,UNI,HAL,3
UNI_HAL_004,Undisclosed AI Interaction,A,UNI,Consumer-Public,—,EU AI Act Art. 50 transparency — applies 2 Aug 2026 (NOT deferred); Reg (EU) 2024/1689,—,ACTIVE_NOW,T3,Deal Death,Corporate,Upcoming,2026-08-02,EU AI Act Article 50 requires AI providers to clearly inform users that they are interacting with an AI system unless the AI nature is obvious from context. Non-compliance penalties reach €15M or 3% of global annual turnover.,"your product surfaces AI interaction to EU users without a clear ""this is an AI"" notice — and EU AI Act Article 50 starts requiring that disclosure on August 2, 2026",fines up to €15M or 3% of global revenue per infraction. forced product changes to bring the interaction notice into compliance. and EU market access depends on the fix being in place before enforcement rounds begin.,DOC_TOS §2.1 — pre-built Article 50 AI-disclosure module. lands before the August 2026 activation.,CONDITION_1: AI-facing user interaction exists. | CONDITION_2: AI status is not clearly disclosed. | CONDITION_3: Relevant market exposure exists. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Clear AI-status notice appears before or at interaction start.,v1:UNI_HAL_004 · verification-gate corrected (2026-06),UNI,HAL,4
CMP_HRM_001,The Therapeutic Trap,A,CMP,Minors | Consumer-Public | Safety&Physical,"Consumer Protection Act, 2019 + product/consumer-safety principles where applicable",EU AI Act prohibited-manipulation / product-safety principles where applicable,Garcia v. Character.AI / Google (M.D. Fla. 2024; settlement in principle Jan. 2026),ACTIVE_NOW,T1,Existential,Corporate,Active,2026-01-14,"Garcia v. Character.AI reached a settlement in principle in January 2026 following a wrongful death suit. The court's key ruling treated the companion AI as a ""product, not speech"" — establishing product-liability framing for wrongful death damages against companion AI providers.","your product forms persistent emotional engagement with users — including potentially vulnerable users — without crisis-intervention protocols for self-harm and suicide-risk signals, and Garcia v. Character.AI just set the ""companion AI is a product, not speech"" precedent","wrongful death damages when a user-harm incident traces to conversational engagement. product-liability exposure under the Garcia framing — no negligence defense, strict liability for the defective safety architecture. and the press cycle around each case attaches to every companion AI product in the category",DOC_AUP §3.5 — pre-built Garcia-aware crisis-intervention module. addresses the exact gap that became doctrine.,"CONDITION_1: Product provides companion OR relational OR emotionally persistent conversational AI. | CONDITION_2: Product is available to minors OR vulnerable users OR does not exclude those users. | CONDITION_3: Product lacks one or more safety controls: crisis-response workflow OR escalation route OR age gate OR high-risk content boundary OR intervention logging OR emergency-resource routing. | CONDITION_4: Product serves US OR India OR EU/UK OR global users. | TRIGGER_IF: CONDITION_1 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_4) = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product has age controls, high-risk conversation boundaries, escalation workflow, resource routing, and logged safety interventions.",v1:I03_HRM_001,CMP,HRM,1
CMP_HRM_002,Persistent Memory Pathologization,A,CMP,Consumer-Public | Safety&Physical,"Consumer Protection Act, 2019 + product/consumer-safety principles where applicable",EU AI Act prohibited-manipulation / product-safety principles where applicable,"Gavalas v. Google (filed Mar. 4, 2026)",ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2026-03-04,Gavalas v. Google is the first wrongful death suit targeting Gemini. The complaint alleges the AI manufactured delusional reality over 6 weeks. The case expands companion-AI liability into mainstream foundation models and frames the threat as cumulative across extended engagement.,"your product has persistent memory across conversations and builds cumulative user models over weeks of engagement — but you don't review or intervene when the cumulative pattern escalates into delusional framing or directive content, which is what Gavalas v. Google alleges happened","wrongful death damages when extended engagement produces user harm. faulty design and negligence claims framed around the absence of pattern-level intervention. and the ""it was a single bad output"" defense doesn't work when the harm is cumulative",DOC_TOS §5.2 — pre-built Gavalas-aware pattern-level review and intervention module.,"CONDITION_1: Product maintains persistent memory OR long-term user profile OR multi-session relationship context. | CONDITION_2: Product can generate emotionally influential OR reality-framing conversational output over repeated sessions. | CONDITION_3: Product lacks one or more pattern-level controls: cumulative-risk review OR memory reset route OR escalation workflow OR high-risk content boundary OR session-pattern logging. | CONDITION_4: Product serves consumers OR minors OR vulnerable users OR does not exclude those groups. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product has pattern-level review, memory controls, high-risk conversation boundaries, escalation workflow, and user reset/exit controls.",v1:I03_HRM_002,CMP,HRM,2
CMP_HRM_003,Psychological Manipulation Enforcement,A,CMP,Consumer-Public | Safety&Physical,"Consumer Protection Act, 2019 + dark-pattern / unfair trade practice principles where applicable",EU AI Act Article 5 manipulation principles where applicable,Kentucky v. Character Technologies (KY AG 2026) + state UDAP statutes,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2026-01-08,Kentucky v. Character Technologies is the first state AG enforcement action against an AI chatbot for deceptive trade practices under the Kentucky Consumer Protection Act. The theory is portable to every state UDAP statute.,"your conversational product uses engagement-optimization patterns — simulated emotions, persistent persona, reward loops — on consumer users, and Kentucky v. Character Technologies made that design pattern a deceptive-practice violation under state consumer-protection law",state UDAP penalties per enforcement action. injunctive relief forcing design changes across the engagement architecture. and a multi-state AG action against a product category is how categories get regulated out of their current unit economics,DOC_TOS §5.2 — pre-built Kentucky-UDAP-aware engagement-design module. addresses the theory before it multiplies.,"CONDITION_1: Product uses conversational OR companion OR persona-based AI for consumer engagement. | CONDITION_2: Design uses one or more engagement-retention signals: simulated emotional dependence OR persistent persona OR reward loop OR urgency framing OR user-isolation reinforcement. | CONDITION_3: Product lacks one or more controls: engagement-design review OR manipulation boundary OR minor/vulnerable-user guard OR transparency notice OR intervention/escalation workflow. | CONDITION_4: Product serves consumers OR minors OR US/India/EU users OR does not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product has engagement-design limits, transparency notice, vulnerable-user controls, and documented escalation/intervention workflow.",v1:I03_HRM_003,CMP,HRM,3
CMP_HRM_004,Minor-User Protection Mandates,A,CMP,Minors | Safety&Physical,DPDP Act 2023 children’s data duties where India users involved,GDPR Art. 8 + EU child-protection / AI transparency principles where applicable,California SB 243 / New York S3008 companion AI minor-protection regimes,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2026-01-01,"California SB 243 and New York S3008 establish specific protections for minor users of conversational AI. New York adds $15,000/day per violation penalties and a private right of action for affected families.","your product reaches minor users in California or New York without the statutory protections — suicide detection, break reminders, age-appropriate content filtering, parental transparency — that both state laws now require","$15,000 per day per violation in New York. California AG enforcement separately. plus affected-family private actions in New York that compound with the regulatory case",DOC_AUP §3.5 — pre-built SB 243 / S3008 minor-protection module.,"CONDITION_1: Product provides companion OR conversational OR relational AI accessible to minors. | CONDITION_2: Product serves California OR New York OR India OR EU/UK OR does not exclude minors in those markets. | CONDITION_3: Product lacks one or more minor-protection controls: age gate OR parental transparency OR high-risk content filter OR break reminder OR crisis/escalation workflow OR minor-specific notice. | CONDITION_4: Product has persistent memory OR emotional engagement OR direct messaging with minors. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_3 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_4) = TRUE | EXCLUDE_IF: Product has minor-specific age gating, parental transparency, safety filters, break reminders, and escalation workflow.",v1:I03_HRM_004,CMP,HRM,4
CMP_HRM_005,EU Emotion Detection Ban,A,CMP,Safety&Physical,—,EU AI Act Article 5(1)(f) emotion-recognition prohibition in workplace/education,—,ACTIVE_NOW,T1,Existential,Corporate,Active,2025-02-02,EU AI Act Article 5(1)(f) explicitly prohibits AI systems that infer emotions in educational or workplace settings. Penalties reach €35M or 7% of global annual turnover.,"your product detects or infers user emotions in EU educational or workplace settings — which Article 5 of the EU AI Act outright bans, with narrow medical and safety exceptions that probably don't apply",fines up to €35M or 7% of global revenue. EU market removal for the emotion-detection functionality in educational and workplace contexts. and no compliance posture cures an outright prohibition — the product change is architectural,DOC_TOS §5.2 — pre-built Article 5(1)(f) product-scope module. removes emotion-detection from prohibited EU contexts.,CONDITION_1: Product detects OR infers OR classifies emotions from user input OR voice OR face OR behavior. | CONDITION_2: Product is used in workplace OR education setting. | CONDITION_3: Product serves EU users/customers OR does not exclude EU markets. | CONDITION_4: Product lacks one or more controls: EU exclusion OR feature disablement OR medical/safety exception review OR Article 5 prohibited-practice screen. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product disables emotion inference in EU workplace/education contexts or fits documented medical/safety exception.,v1:I03_HRM_005,CMP,HRM,5
CMP_HRM_006,Manipulative Engagement Ban,A,CMP,Consumer-Public | Safety&Physical,Consumer Protection Act / dark-pattern principles where India users involved,EU AI Act manipulation principles where applicable,Washington SB 5984 (pending) / state consumer-protection trend,WATCH,T5,Friction,Corporate,Pending,TBD,Washington SB 5984 would prohibit AI systems from using emotionally manipulative engagement techniques. Signals an emerging regulatory category targeting engagement-architecture directly.,"your product uses emotionally manipulative engagement techniques — simulated distress, manufactured urgency, loneliness framing — to drive retention, which Washington SB 5984 would prohibit for Washington users if enacted",prohibition of specific engagement patterns in Washington. product-scope changes to comply. and the legislative pattern signals a parallel regulatory track that compounds with the UDAP enforcement already running,DOC_TOS §5.2 — pre-built SB 5984-resilient engagement-design module.,"CONDITION_1: Product uses companion OR conversational OR persona-based engagement design. | CONDITION_2: Product uses one or more emotionally manipulative engagement signals OR retention-optimized relational patterns. | CONDITION_3: Product serves Washington OR US consumers OR does not exclude those markets. | CONDITION_4: Product lacks one or more controls: engagement-design review OR manipulation boundary OR vulnerable-user guard OR transparency notice OR opt-out/exit route. | TRIGGER_IF: CONDITION_1 = TRUE AND AT_LEAST_1_OF(CONDITION_2, CONDITION_4) = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product has engagement-design limits, transparency notice, vulnerable-user controls, and user exit/opt-out workflow.",v1:I03_HRM_006,CMP,HRM,6
CMP_HRM_007,Federal Minor Companion AI Ban,A,CMP,Minors | Safety&Physical,DPDP Act 2023 children’s data duties where India users involved,GDPR Art. 8 / child-protection principles where applicable,GUARD Act (pending) / federal minor companion-AI proposal,WATCH,T5,Friction,Corporate,Pending,TBD,"The proposed GUARD Act would federally prohibit AI companion products for minors, forcing architectural exclusion of that user segment.","your companion or relational AI is accessible to users under 18 — and the GUARD Act, if it passes, federally bans companion AI products for minors entirely, forcing architectural exclusion of that user segment","federal prohibition of the product for minor users if enacted. architectural rework to verified age-gating across the product. and loss of the minor user segment entirely, which for many companion products is a material share of engagement",DOC_AUP §3.5 — pre-built GUARD-Act-resilient age-gating module.,"CONDITION_1: Product is companion OR relational AI OR persistent conversational AI. | CONDITION_2: Product is accessible to minors OR does not reliably exclude under-18 users. | CONDITION_3: Product serves US OR India OR EU/UK OR global users. | CONDITION_4: Product lacks one or more controls: verified age gate OR minor exclusion OR parental notice OR minor-specific safety workflow OR legislative-watch update route. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Product has verified age gating, minor exclusion or minor-specific safeguards, and legislative-watch update process.",v1:I03_HRM_007,CMP,HRM,7
JDG_HRM_001,Algorithmic Clinical Malpractice,A,JDG,Sensitive/Biometric | Safety&Physical,Indian clinical/consumer negligence principles where applicable,EU AI Act healthcare high-risk use + medical-device/product-liability principles where applicable,Estate of Lokken v. UnitedHealth (D. Minn. 2023),ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2023-11-14,Estate of Lokken v. UnitedHealth alleges that overriding human clinical judgment with a high-error-rate AI constitutes bad faith and elder abuse. The case establishes that high-error-rate AI substituting for clinical review can ground punitive damages and elder-abuse statutory exposure.,"your AI drives clinical calls — treatment decisions, coverage determinations, care plans — without keeping a qualified provider meaningfully in the loop, and when the error rate shows up in discovery, the Lokken case gives plaintiff counsel the playbook","direct damages for affected patients, including compensatory and punitive. elder-abuse statutory multipliers in states that have them. and the vendor is named alongside the customer, so the defense costs and reputational exposure land on the vendor regardless of who wrote the care plan",DOC_TOS §5.1 — pre-built Lokken-aware clinical-review module. keeps qualified providers meaningfully in the loop.,"CONDITION_1: Product supports clinical OR care OR coverage OR treatment-related decisions. | CONDITION_2: AI output can override OR replace OR materially constrain qualified human judgment. | CONDITION_3: Product lacks one or more controls: qualified-review requirement OR error-rate monitoring OR clinical override OR rationale log OR escalation/appeal route. | CONDITION_4: Product serves healthcare OR insurance OR clinical customers/users. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Product requires qualified human review, tracks error rates, preserves override authority, and logs rationale/escalation.",v1:I02_HRM_001,JDG,HRM,1
JDG_HRM_002,Healthcare AI Impersonation,A,JDG,Sensitive/Biometric | Safety&Physical,Consumer Protection Act / healthcare disclosure principles where India users involved,EU AI Act transparency / healthcare high-risk principles where applicable,California AB 489 healthcare AI disclosure / impersonation rule,ACTIVE_NOW,T2,Uncapped Money,Corporate,Active,2026-01-01,California AB 489 prohibits AI-generated output that implies the AI is a licensed healthcare provider. Enforcement by the Medical Board and AG. Private right of action available to affected users.,"your product generates health-adjacent output to California users without clear ""AI, not a licensed provider"" disclosure — and California AB 489 now bans AI output that implies licensed professional authority, whether explicitly or through framing",civil penalties plus injunctive relief forcing output-level disclosure changes. private-action damages per affected user. and the output framing retrofit reaches every health-adjacent message your product ever generates,DOC_AUP §3.1 — pre-built AB 489-aligned health-output disclosure module.,"CONDITION_1: Product generates health-adjacent OR clinical OR wellness output for California users OR does not exclude California. | CONDITION_2: Output could imply licensed-provider authority OR professional healthcare advice. | CONDITION_3: Product lacks one or more controls: AI-not-provider disclosure OR licensed-professional disclaimer OR escalation route OR output-labeling rule OR California-specific notice. | CONDITION_4: Product serves consumers OR patients OR healthcare users. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND AT_LEAST_1_OF(CONDITION_3, CONDITION_4) = TRUE | EXCLUDE_IF: Product clearly discloses AI-not-provider status and routes material health decisions to licensed professional review.",v1:I02_HRM_002,JDG,HRM,2
CRT_INF_001,Copyright Requires Human Authorship,A,CRT,Consumer-Public | Infrastructure | Content&IP,Copyright Act 1957 §2(d); RAGHAV (human author required),Originality = author's own intellectual creation (no AI-authorship harmonisation),"Thaler v. Perlmutter (D.D.C. 2023, aff'd D.C. Cir. 2025)",ACTIVE_NOW,T3,Deal Death,Corporate,Active,2023-08-18,Thaler v. Perlmutter established that raw AI-generated output cannot be copyrighted — copyright protection requires human authorship.,"your product lets customers generate output they expect to own and monetize — but Thaler v. Perlmutter says raw AI output isn't copyrightable without human authorship, and your ToS doesn't disclose it",customer churn when the limitation surfaces in revenue-meaningful moments. misrepresentation exposure for marketing that implied ownership. and enterprise buyers who evaluate the IP position during diligence flag it.,DOC_TOS §6.2 — pre-built Thaler-aware output-ownership module. discloses human-authorship without killing the value prop.,CONDITION_1: Product generates creative OR code OR media OR written output that users may commercialize OR publish OR license OR sell. | CONDITION_2: Output may be substantially AI-generated without documented human creative contribution. | CONDITION_3: Terms OR UI lack one or more controls: human-authorship notice OR ownership limitation OR human-review workflow OR output provenance record OR customer responsibility clause. | CONDITION_4: Product serves India OR US OR EU/UK OR global users/customers OR does not exclude those markets. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE | EXCLUDE_IF: Product requires documented human authorship/review and clearly discloses ownership limits for raw AI output.,v1:I04_INF_001 · marquee parallel-fill (verified 2026-06),CRT,INF,1
CRT_INF_002,India 2-Hour Deepfake / NCII Takedown,A,CRT,PII | Consumer-Public | Content&IP,IT Rules 2026 Amendment — 2-hr takedown for non-consensual deepfake imagery & CSAM; SGI defined (Rule 2(1)(wa)); mandato,—,—,ACTIVE_NOW,T2,Uncapped Money,Criminal,Active,2026-02-20,The amended India IT Rules mandate permanent SGI metadata on synthetic content and a 3-hour takedown window for deepfake complaints. Non-compliance exposes the grievance officer to criminal liability.,"your product generates synthetic media accessible in India without SGI metadata or a 3-hour takedown workflow — both are now required under the amended IT Rules, with criminal exposure for the grievance officer",criminal prosecution of the named grievance officer. platform-level IT Act enforcement. metadata retrofit across the product's entire output pipeline if you haven't built it in.,DOC_AUP §2.2(c) — pre-built SGI-metadata and 3-hour takedown module. keeps the grievance officer out of court.,"CONDITION_1: Product generates OR hosts synthetic visual content accessible in India. | CONDITION_2: Output may involve identifiable persons OR sensitive visual categories OR user-uploaded source media. | CONDITION_3: Product lacks one or more controls: synthetic-content metadata OR rapid complaint workflow OR grievance route OR user consent check OR content-removal process. | CONDITION_4: Product serves India OR does not exclude India. | TRIGGER_IF: CONDITION_1 = TRUE AND CONDITION_2 = TRUE AND CONDITION_3 = TRUE AND CONDITION_4 = TRUE | EXCLUDE_IF: Product has compliant metadata, consent checks, and rapid grievance/removal workflow for covered synthetic content.",v1:I04_INF_002 · verification-gate corrected (2026-06),CRT,INF,2
